idsow,order_no,operation_no,ssbr_id,part_number,part_name,model,customer,location,wct_group,workcenter,operationtext,workcenterdescription,planhours,systemstatus,confirmation,status,finish_date,codenumber,weight,created_by,type,group,category,remark,sync,plan_start,plan_finish,actual_start,actual_finish,actual_progress,actual_hours
516013,1000122421,50,SUCP-157,-,Tracklink (86 Pcs) ,PC2000,PT. Putra Perkasa Abadi ,Site BIB,ASY,,Assembly Pad shoe To New Link Rol 3  LH,,25,,,,,1.00012E+11,0,,,1,, ( 15 Pcs ),,,,,,,
516014,1000122421,60,SUCP-157,-,Tracklink (86 Pcs) ,PC2000,PT. Putra Perkasa Abadi ,Site BIB,ASY,,Assembly Pad shoe To New Link Rol 4 LH,,25,,,,,1.00012E+11,0,,,1,, ( 15 Pcs ),,,,,,,
516015,1000122421,70,SUCP-157,-,Tracklink (86 Pcs) ,PC2000,PT. Putra Perkasa Abadi ,Site BIB,ASY,,Assembly Pad shoe To New Link Rol 5  RH,,25,,,,,1.00012E+11,0,,,1,, ( 15 Pcs ),,,,,,,
516016,1000122421,80,SUCP-157,-,Tracklink (86 Pcs) ,PC2000,PT. Putra Perkasa Abadi ,Site BIB,ASY,,Assembly Pad shoe To New Link Rol 6 LH,,25,,,,,1.00012E+11,0,,,1,, ( 15 Pcs ),,,,,,,
422692,1000083692,120,SDFP-28,504-4889,Flange Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MGN1,M5153COR,Striping thrust washer face,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
516017,1000122420,20,SFRM-790,185-4306 ,WASHER-SPEC,745,PT Trakindo Utama ,Batulicin,PPC,,Order Material,,0,,,,,1.00012E+11,0,,,1,,2X BIS80 (OD=125 T=50),,,,,,,
516018,1000122420,30,SFRM-790,185-4306 ,WASHER-SPEC,745,PT Trakindo Utama ,Batulicin,PRM2,,Cut Material,,2,,,,,1.00012E+11,0,,,1,,,,,,,,,
516019,1000122420,40,SFRM-790,185-4306 ,WASHER-SPEC,745,PT Trakindo Utama ,Batulicin,SYG,,Machining Profile Inner Tube As,,10,,,,,1.00012E+11,0,,,1,,2X BIS80 (OD=116 ID=21 T=40),,,,,,,
516020,1000122420,50,SFRM-790,185-4306 ,WASHER-SPEC,745,PT Trakindo Utama ,Batulicin,RD,,Drill and Tap Thread Hole,,2,,,,,1.00012E+11,0,,,1,,Refer to Draiwng No 4-1492,,,,,,,
516021,1000122420,60,SFRM-790,185-4306 ,WASHER-SPEC,745,PT Trakindo Utama ,Batulicin,HDR,,Handressing,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
516022,1000122420,70,SFRM-790,185-4306 ,WASHER-SPEC,745,PT Trakindo Utama ,Batulicin,QC2,,Final Inspection,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
514813,1000121500,90,SHSP-494,,Housing Rear Suspension,773,Cipta Kridatama,Site TIA,MGN1,,Machining profile joint eye,,2.5,,,FINISH,12/16/2025,1.00012E+11,,,,1,,,,,,,,,
422694,1000083692,170,SDFP-28,504-4889,Flange Half Differential,,PT. Trakindo Utama,Tanjung Adaro,BLS,M5153BLS,Cleaning / burning / pre heat,,0.3,,,,,1.00008E+12,,,,1,,,,,,,,,
515550,1000122131,130,SFRM-771,23C-70-53121,Bracket Support Adjuster RH,GD755 Unit GD7506,PT. Putra Perkasa Abadi,Site BIB,HB,,Machining Profile U-Guide Seat and face,,16,,,FINISH,12/30/2025,1.00012E+12,,,,1,,,,,,,,,
511268,1000120960,210,SHCP-317,598-2259,Rod As Stick Cylinder,395,Cipta Kridatama PT.,BIB,HCP2,,Hardchrome OD Of Rod,,8,,,FINISH,12/17/2025,1.00012E+12,,,,1,,,,,,,,,
422748,1000083695,20,SDFP-28,3D-9553,Cage Bearing Differential,,PT. Trakindo Utama,Site Adaro,MTS,M5153MTS,Metal Spray ID Bearing Seat,,2.5,,,,,1.00008E+11,,,,2,,,,,,,,,
514194,1000121749,70,SHCP-319,644-0140,Housing Cylinder Crane,HYVA,PT. Sanggar Sarana Baja,Tanjung,SYG,,Machining profile joint Tube prior to joint,,8,,,FINISH,12/17/2025,1.00012E+11,,,,1,,,,,,,,,
515354,1000121948,60,SHCG-266-I,,Housing Cylinder Tyre Handler Magni,TH5036,"PT. Cipta Kridatama,",Site BMB,MGN1,,Striping OD Thread,,1,,,FINISH,12/17/2025,1.00012E+11,,,,3,,,,,,,,,
515357,1000121948,90,SHCG-266-I,,Housing Cylinder Tyre Handler Magni,TH5036,"PT. Cipta Kridatama,",Site BMB,MGN1,,Machining Profile Joint Tube,,2,,,FINISH,12/17/2025,1.00012E+11,,,,3,,,,,,,,,
456874,1000098377,290,SHCP-119-I,,Housing Stick Cylinder,,PT. Cipta Kridatama,Siite TIA,HDR,M5153HDR,Handressing,,4,,,FINISH,12/18/2025,1.0001E+12,,,,1,,,,,,,,,
422750,1000083695,40,SDFP-28,3D-9553,Cage Bearing Differential,,PT. Trakindo Utama,Site Adaro,HDR,M5153HDR,Deburr after machining ,,0.5,,,,,1.00008E+11,,,,2,,,,,,,,,
422749,1000083695,30,SDFP-28,3D-9553,Cage Bearing Differential,,PT. Trakindo Utama,Site Adaro,MGN1,M5153COR,Machining to spec the ID Bearing Seat,,2,,,,,1.00008E+11,,,,2,,,,,,,,,
422751,1000083695,50,SDFP-28,3D-9553,Cage Bearing Differential,,PT. Trakindo Utama,Site Adaro,QC2,M5153QC2,Final Inspection,,0.5,,,,,1.00008E+11,,,,2,,,,,,,,,
422747,1000083695,10,SDFP-28,3D-9553,Cage Bearing Differential,,PT. Trakindo Utama,Site Adaro,MGN1,M5153COR,Strip ID Bearing Seat,,1,,,,,1.00008E+11,,,,2,,,,,,,,,
516023,1000122463,20,SFRM-782,-,Boom Arm,6015,"PT. Cipta Kridatama,",Site BIB,WF3,M5153WF3,Remove Busing Mounting Cylinder Boom RH /LH ,,3,,,,,1.00012E+11,0,,,1,,Gouging,,,,,,,
516024,1000122463,30,SFRM-782,-,Boom Arm,6015,"PT. Cipta Kridatama,",Site BIB,LBP,M5153LBP,Striping ID Bores Mounting Cylinder Boom,,10,,,,,1.00012E+11,0,,,1,,2X Bores Mounting Cylinder Boom RH /LH ,,,,,,,
516025,1000122463,40,SFRM-782,-,Boom Arm,6015,"PT. Cipta Kridatama,",Site BIB,WF3,M5153WF3,Remove Crack,,10,,,,,1.00012E+11,0,,,1,,,,,,,,,
516026,1000122463,50,SFRM-782,-,Boom Arm,6015,"PT. Cipta Kridatama,",Site BIB,WF3,M5153WF3,Welding Crack,,40,,,,,1.00012E+11,0,,,1,,,,,,,,,
516027,1000122463,60,SFRM-782,-,Boom Arm,6015,"PT. Cipta Kridatama,",Site BIB,WF3,M5153WF3,Welding ID Bores and Faces Mounting Cylinder Boom,,40,,,,,1.00012E+11,0,,,1,,2X Bores Mounting Cylinder Boom RH /LH ,,,,,,,
422741,1000083694,430,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,HB,M5153CLT,Seting before machining,,2,,,,,1.00008E+12,,,,1,,,,,,,,,
422734,1000083694,230,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,BLS,M5153BLS,Blasting,,0.3,,,,,1.00008E+12,,,,1,,,,,,,,,
422733,1000083694,220,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,BLS,M5153BLS,Masking,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422732,1000083694,210,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,BLS,M5153BLS,Cleaning / burning / pre heat,,0.3,,,,,1.00008E+12,,,,1,,,,,,,,,
422731,1000083694,200,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MTS,M5153MTS,Metal spray OD bearing seat,,1.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422730,1000083694,190,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MTS,M5153MTS,Seting before spray,,0.25,,,,,1.00008E+12,,,,1,,,,,,,,,
422729,1000083694,180,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,BLS,M5153BLS,Blasting,,0.3,,,,,1.00008E+12,,,,1,,,,,,,,,
422728,1000083694,170,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,BLS,M5153BLS,Masking,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422727,1000083694,160,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,BLS,M5153BLS,Cleaning / burning / pre heat,,0.3,,,,,1.00008E+12,,,,1,,,,,,,,,
422745,1000083694,470,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,HDR,M5153HDR,Handressing ,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422744,1000083694,460,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,ASY,M5153ASY,Install new dowels,,1.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422726,1000083694,150,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,QC2,M5153QC2,Check crack,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422725,1000083694,110,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MGN1,M5153COR,Striping thrust washer face,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422724,1000083694,100,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MGN1,M5153COR,Seting before striping,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422743,1000083694,450,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,HB,M5153CLT,Drill dowel holes,,3,,,,,1.00008E+12,,,,1,,,,,,,,,
422739,1000083694,410,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MGN1,M5153COR,Seting before machining,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422740,1000083694,420,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MGN1,M5153COR,Machining OD bearing seat,,1.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422723,1000083694,90,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MGN1,M5153COR,Striping OD bearing seat,,0.5,,,,,1.00008E+11,,,,1,,,,,,,,,
516028,1000122463,70,SFRM-782,-,Boom Arm,6015,"PT. Cipta Kridatama,",Site BIB,LBP,M5153LBP,Machining  ID Bores and Faces Mounting Cylinder Boom,,40,,,,,1.00012E+11,0,,,1,,2X Bores Mounting Cylinder Boom RH /LH ,,,,,,,
516029,1000122463,80,SFRM-782,-,Boom Arm,6015,"PT. Cipta Kridatama,",Site BIB,HDR,M5153HDR,Handressing,,5,,,,,1.00012E+11,0,,,1,,,,,,,,,
516030,1000122463,90,SFRM-782,-,Boom Arm,6015,"PT. Cipta Kridatama,",Site BIB,QC2,M5153QC2,Post Inspection,,2,,,,,1.00012E+11,0,,,1,,"NDT ,MT ,PT Inspection",,,,,,,
422722,1000083694,80,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MGN1,M5153COR,Seting before striping,,0.5,,,,,1.00008E+11,,,,1,,,,,,,,,
422721,1000083694,70,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,QC2,M5153QC2,Inspection,,1,,,,,1.00008E+11,,,,1,,,,,,,,,
422715,1000083694,10,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,DIS,M5153DIS,Remove dowel and bearing,,3,,,,,1.00008E+11,,,,1,,,,,,,,,
422737,1000083694,380,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MGN1,M5153COR,Seting before machining,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422746,1000083694,480,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,QC2,M5153QC2,Inspection,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
509657,10000787881,40,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,QC,,Pre-Inspection ,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
509656,10000787881,30,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,MIT,,Machining ID Eye + 2x Face to spec,,5.5,,,,,1.00008E+12,,,,1,,,,,,,,,
509655,10000787881,20,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,GNW,,Build Up ID Eye + 2x Face,,4,,,,,1.00008E+12,,,,1,,,,,,,,,
509661,10000787881,80,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,HCP,,Hard Chrome Plat OD Rod,,4,,,,,1.00008E+12,,,,1,,,,,,,,,
509663,10000787881,100,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,HD,,Handressing,,1,,,,,1.00008E+13,,,,1,,,,,,,,,
509659,10000787881,60,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,QC,,Inspect Crack,,0.5,,,,,1.00008E+12,,,,1,,,,,,,,,
509660,10000787881,70,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,POL,,Pre-Polish OD Rod Prior to Chrome,,2.5,,,,,1.00008E+12,,,,1,,,,,,,,,
509662,10000787881,90,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,POL,,Final Polish OD Rod najay,,5,,,,,1.00008E+12,,,,1,,,,,,,,,
516031,1000122222,20,SUCG-74-I,239-4390,Piston As Recoil Spring,320,Cipta Kridatama PT.,BIB,SYG,M5153COR,Strip OD Piston ,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
516032,1000122222,30,SUCG-74-I,239-4390,Piston As Recoil Spring,320,Cipta Kridatama PT.,BIB,WM3,M5153WM3,Weld Build Up OD Piston ,,6,,,,,1.00012E+11,0,,,1,,,,,,,,,
516033,1000122222,40,SUCG-74-I,239-4390,Piston As Recoil Spring,320,Cipta Kridatama PT.,BIB,SYG,M5153COR,Final Machine OD Piston ,,4,,,,,1.00012E+11,0,,,1,,,,,,,,,
516034,1000122222,50,SUCG-74-I,239-4390,Piston As Recoil Spring,320,Cipta Kridatama PT.,BIB,QC1,M5153QC1,Inspection,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
509654,10000787881,10,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,GNW,,Tutup & Welding Oil port menggunakan plate,,1.5,,,,,1.00008E+12,,,,1,,,,,,,,,
509665,10000787881,21,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,,,ASDFD,,2,,,,,1.00008E+12,,,,1,,,,,,,,,
509664,10000787881,110,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,QC,,Final Inspection,,1,,,,,1.00008E+13,,,,1,,,,,,,,,
509658,10000787881,50,BHCG-1235,223-9645,Rod Baru,777,PT SEJAHTERA,Sebamban,HCP,,Stripping OD Rod (De-Chrome Process),,2,,,,,1.00008E+12,,,,1,,,,,,,,,
422720,1000083694,60,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MGN1,M5153COR,Machining end face contact area,,4,,,,,1.00008E+11,,,,1,,,,,,,,,
422719,1000083694,50,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,HDR,M5153HDR,Grinding,,0.5,,,,,1.00008E+11,,,,1,,,,,,,,,
422718,1000083694,40,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,WM3,M5153WM3,Weld worn out area bearing seat,,4,,,,,1.00008E+11,,,,1,,,,,,,,,
422717,1000083694,30,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,WM3,M5153WM3,Pre heat,,0.5,,,,,1.00008E+11,,,,1,,,,,,,,,
422742,1000083694,440,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,HB,M5153CLT,Machining spyder bores,,8,,,,,1.00008E+12,,,,1,,,,,,,,,
422736,1000083694,250,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MTS,M5153MTS,Metal spray thrust washer face,,1.5,,,,,1.00008E+12,,,,1,,,,,,,,,
422735,1000083694,240,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MTS,M5153MTS,Seting before spray,,0.25,,,,,1.00008E+12,,,,1,,,,,,,,,
516035,1000122222,60,SUCG-74-I,239-4390,Piston As Recoil Spring,320,Cipta Kridatama PT.,BIB,POL1,M5153PL1,Prep Polish OD Piston  prior to chrome,,4,,,,,1.00012E+11,0,,,1,,,,,,,,,
516036,1000122222,70,SUCG-74-I,239-4390,Piston As Recoil Spring,320,Cipta Kridatama PT.,BIB,POL2,M5153PL2,Hard chrome plate OD Piston ,,8,,,,,1.00012E+11,0,,,1,,,,,,,,,
515511,1000122222,80,SUCG-74-I,239-4390,Piston As Recoil Spring,320,Cipta Kridatama PT.,BIB,SYG,M5153COR,Final Polish OD Piston ,,4,,,,,1.00012E+11,0,,,1,,,,,,,,,
515513,1000122222,100,SUCG-74-I,239-4390,Piston As Recoil Spring,320,Cipta Kridatama PT.,BIB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00012E+12,0,,,1,,,,,,,,,
510324,1000120467,70,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,MGN1,,Striping OD bearing seat,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
516037,1000122244,20,SUCG-74-I,239-4390,Shaft Recoil Spring,320,PT. Cipta Kridatama,BIB,SYG,M5153COR,Strip OD ,,1,,,,,1.00012E+11,0,,,3,,Thread Area,,,,,,,
510323,1000120467,60,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,QC2,,Inspection,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
510321,1000120467,40,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,WM2,,Weld worn out area,,6,,,,,1.00012E+11,,,,1,,,,,,,,,
510320,1000120467,30,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,WM2,,Remove dowel ,,2,,,,,1.00012E+11,,,,1,,,,,,,,,
510319,1000120467,20,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,PPC,,Replace dowel supply by customer,,0,,,,,1.00012E+11,,,,1,,,,,,,,,
510318,1000120467,10,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,,,Start Fabrication,,0,,,,,1.00012E+11,,,,1,,,,,,,,,
510322,1000120467,50,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,MGN1,,Machining end face contact area,,2,,,FINISH,10/30/2025,1.00012E+11,,,,1,,,,,,,,,
510331,1000120467,140,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,MGN1,,Machining thrust washer face,,3,,,FINISH,10/30/2025,1.00012E+12,,,,1,,,,,,,,,
510332,1000120467,150,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,MGN1,,Machining OD bearing seat,,3,,,FINISH,10/30/2025,1.00012E+12,,,,1,,,,,,,,,
510328,1000120467,110,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,MTS,,Metal spray OD bearing seat,,3,,,,,1.00012E+12,,,,1,,,,,,,,,
510329,1000120467,120,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,BLS,,Blasting,,1,,,,,1.00012E+12,,,,1,,,,,,,,,
510327,1000120467,100,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,BLS,,Blasting,,1,,,,,1.00012E+12,,,,1,,,,,,,,,
510326,1000120467,90,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,QC2,,Check crack,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
510325,1000120467,80,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,MGN1,,Striping thrust washer face,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
422738,1000083694,390,SDFP-29,499-3711,Plain Half Differential,,PT. Trakindo Utama,Tanjung Adaro,MGN1,M5153COR,Machining thrust washer face,,1.5,,,,,1.00008E+12,,,,1,,,,,,,,,
510335,1000120467,180,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,ASY,,Install new dowels,,2,,,,,1.00012E+12,,,,1,,,,,,,,,
510336,1000120467,190,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,HDR,,Handressing ,,1,,,,,1.00012E+12,,,,1,,,,,,,,,
510337,1000120467,200,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,QC2,,Inspection,,1,,,,,1.00012E+12,,,,1,,,,,,,,,
510333,1000120467,160,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,HB,,Machining spyder bores,,12,,,,,1.00012E+12,,,,1,,,,,,,,,
510334,1000120467,170,SDFP-130,504-4888,Flange Half Differential,777,Trakindo Utama PT.,Adaro,HB,,Drill dowel holes,,4,,,,,1.00012E+12,,,,1,,,,,,,,,
422894,1000083720,50,SDFP-29,2D-9459,Cage Bearing Differential,,PT. Trakindo Utama,Site Adaro,QC2,M5153QC2,Final Inspection,,0.5,,,,,1.00008E+11,,,,2,,,,,,,,,
516038,1000120670,20,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,PPC,,Order Material ,,0,,,,,1.00012E+11,0,,,4,,,,,,,,,
516039,1000120670,30,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,BSW,M5153BSW,Cut material Sleeve,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
516040,1000120670,40,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,SYG,M5153COR,Manufacture Sleeve,,8,,,,,1.00012E+11,0,,,4,,,,,,,,,
516041,1000120670,50,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,HB,M5153CLT,Strip ID Housing,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
516042,1000120670,60,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,HB,M5153CLT,Strip ID Lip Seal Seat,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
516043,1000120670,70,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,ASY,M5153ASY,Install Sleeve,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
425006,1000085036,50,SDFP-31,5T-9437,,,PT. Cipta Kridatama,Site BMB,POL1,M5153PL2,Polish OD of rod,,10,,,,,1.00009E+11,,,,2,,,,,,,,,
516044,1000120670,80,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,WM1,M5153WM1,Weld ID Lip Seal Seat,,2,,,,,1.00012E+11,0,,,4,,,,,,,,,
516045,1000120670,90,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,WM1,M5153WM1,Weld ID Housing,,2,,,,,1.00012E+11,0,,,4,,,,,,,,,
516046,1000120670,100,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,SYG,M5153COR,Machine ID Housing,,3,,,,,1.00012E+12,0,,,4,,,,,,,,,
516048,1000120670,120,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,HM,M5153HM1,Hone ID housing,,8,,,,,1.00012E+12,0,,,4,,,,,,,,,
516049,1000120670,130,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+12,0,,,4,,,,,,,,,
516050,1000120670,140,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00012E+12,0,,,4,,,,,,,,,
516047,1000120670,110,SUCG-74-I,239-4390,Housing as Recoil Spring,320,PT. Cipta Kridatama,BIB,SYG,M5153COR,Machine ID Lip Seal Seat,,4,,,FINISH,12/24/2025,1.00012E+12,0,,,4,,,,,,,,,
422891,1000083720,20,SDFP-29,2D-9459,Cage Bearing Differential,,PT. Trakindo Utama,Site Adaro,MTS,M5153MTS,Metal Spray ID Bearing Seat,,2.5,,,,,1.00008E+11,,,,2,,,,,,,,,
422892,1000083720,30,SDFP-29,2D-9459,Cage Bearing Differential,,PT. Trakindo Utama,Site Adaro,MGN1,M5153COR,Machining to spec the ID Bearing Seat,,2,,,,,1.00008E+11,,,,2,,,,,,,,,
422893,1000083720,40,SDFP-29,2D-9459,Cage Bearing Differential,,PT. Trakindo Utama,Site Adaro,HDR,M5153HDR,Deburr after machining ,,0.5,,,,,1.00008E+11,,,,2,,,,,,,,,
422890,1000083720,10,SDFP-29,2D-9459,Cage Bearing Differential,,PT. Trakindo Utama,Site Adaro,MGN1,M5153COR,Strip ID Bearing Seat,,1,,,,,1.00008E+11,,,,2,,,,,,,,,
423140,1000083742,60,SDFP-29,5T-9437,Spider Differential,,PT. Trakindo Utama,Tanjung Adaro,HDR,M5153HDR,Deburr after machining ,,0.5,,,,,1.00008E+11,,,,3,,,,,,,,,
516051,1000122243,20,SUCG-74-I,239-4390,Flange Recoil Spring,320,Cipta Kridatama PT.,BIB,WM2,M5153WM2,Weld worn out area,,1,,,,,1.00012E+11,0,,,5,,,,,,,,,
516052,1000122243,30,SUCG-74-I,239-4390,Flange Recoil Spring,320,Cipta Kridatama PT.,BIB,MM,M5153GML,Skim ex TIG weld,,1,,,,,1.00012E+11,0,,,5,,,,,,,,,
516053,1000122243,40,SUCG-74-I,239-4390,Flange Recoil Spring,320,Cipta Kridatama PT.,BIB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,5,,,,,,,,,
516054,1000122243,50,SUCG-74-I,239-4390,Flange Recoil Spring,320,Cipta Kridatama PT.,BIB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00012E+11,0,,,5,,,,,,,,,
423138,1000083742,40,SDFP-29,5T-9437,Spider Differential,,PT. Trakindo Utama,Tanjung Adaro,HCP2,M5153CP2,Hardchrome OD Of Rod,,4,,,,,1.00008E+11,,,,3,,,,,,,,,
423137,1000083742,36,SDFP-29,5T-9437,Spider Differential,,PT. Trakindo Utama,Tanjung Adaro,HCP2,M5153CP2,Scrubbing. Etching & Setting Ampere 100A/Minute,,0.76,,,,,1.00008E+11,,,,3,,,,,,,,,
423131,1000083742,30,SDFP-29,5T-9437,Spider Differential,,PT. Trakindo Utama,Tanjung Adaro,POL1,M5153PL2,Pre polish OD rod prior to chrome,,10,,,,,1.00008E+11,,,,3,,,,,,,,,
423132,1000083742,31,SDFP-29,5T-9437,Spider Differential,,PT. Trakindo Utama,Tanjung Adaro,HCP2,M5153CP2,Install JIG & masking,,1,,,,,1.00008E+11,,,,3,,,,,,,,,
423133,1000083742,32,SDFP-29,5T-9437,Spider Differential,,PT. Trakindo Utama,Tanjung Adaro,HCP2,M5153CP2,Burning & Etching before Chrome process,,0.6,,,,,1.00008E+11,,,,3,,,,,,,,,
