idsow,order_no,operation_no,ssbr_id,part_number,part_name,model,customer,location,wct_group,workcenter,operationtext,workcenterdescription,planhours,systemstatus,confirmation,status,finish_date,codenumber,weight,created_by,type,group,category,remark,sync,plan_start,plan_finish,actual_start,actual_finish,actual_progress,actual_hours
514264,1000121911,40,SDFP-133,,Plain Half Differential,773,PT. Trakindo Utama,Site Adaro,MGN1,,Machining end face contact area,,2,,,,,1.00012E+11,,,,1,,,,,,,,,
514265,1000121911,50,SDFP-133,,Plain Half Differential,773,PT. Trakindo Utama,Site Adaro,QC2,,Inspection,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
514266,1000121911,60,SDFP-133,,Plain Half Differential,773,PT. Trakindo Utama,Site Adaro,MGN1,,Striping OD bearing seat,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
514267,1000121911,70,SDFP-133,,Plain Half Differential,773,PT. Trakindo Utama,Site Adaro,MGN1,,Striping thrust washer face,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
514268,1000121911,80,SDFP-133,,Plain Half Differential,773,PT. Trakindo Utama,Site Adaro,QC2,,Check crack,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
514269,1000121911,90,SDFP-133,,Plain Half Differential,773,PT. Trakindo Utama,Site Adaro,BLS,,Blasting,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
514270,1000121911,100,SDFP-133,,Plain Half Differential,773,PT. Trakindo Utama,Site Adaro,MTS,,Metal spray OD bearing seat,,3,,,,,1.00012E+12,,,,1,,,,,,,,,
453084,1000097236,80,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Stripping ID Bearing seat C,,4,,,,,1.0001E+11,,,,1,,,,,,,,,
453085,1000097236,90,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Stripping ID Bearing seat D,,4,,,,,1.0001E+11,,,,1,,,,,,,,,
453086,1000097236,100,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,WM1,M5153WM1,Welding (ID Weld) Bearing seat A and Both Faces,,12,,,,,1.0001E+12,,,,1,,,,,,,,,
453087,1000097236,110,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,WM1,M5153WM1,Welding (ID Weld) Bearing seat B and Both Faces,,12,,,,,1.0001E+12,,,,1,,,,,,,,,
453088,1000097236,120,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,WM1,M5153WM1,Welding (ID Weld) Bearing seat C,,8,,,,,1.0001E+12,,,,1,,,,,,,,,
453089,1000097236,130,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,WM1,M5153WM1,Welding (ID Weld) Bearing seat D,,8,,,,,1.0001E+12,,,,1,,,,,,,,,
453090,1000097236,140,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,LBP,M5153LBP,Maching ID Bearing seat A and Both Faces,,10,,,,,1.0001E+12,,,,1,,,,,,,,,
453091,1000097236,150,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,LBP,M5153LBP,Maching ID Bearing seat B and Both Faces,,10,,,,,1.0001E+12,,,,1,,,,,,,,,
453092,1000097236,160,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,LBP,M5153LBP,Maching ID Bearing seat C,,6,,,,,1.0001E+12,,,,1,,,,,,,,,
453093,1000097236,170,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,LBP,M5153LBP,Maching ID Bearing seat D,,6,,,,,1.0001E+12,,,,1,,,,,,,,,
453075,1000097236,7,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,DIS,M5153DIS,Remove Bearing,,2,,,,,10000972367,,,,1,,,,,,,,,
453076,1000097236,10,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Remove Broken bolt,,1,,,,,1.0001E+11,,,,1,,,,,,,,,
453077,1000097236,20,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Remove Bosses,,1,,,,,1.0001E+11,,,,1,,,,,,,,,
517395,320008640,1601,SHSG-306,271-7478,Rod as Front Suspension,777G,Cipta Kridatama PT.,BIB,MGN1,M5153COR,Remove porosity area,,2,,,,,3.20009E+12,0,,,6,,,,,,,,,
517396,320008640,1602,SHSG-306,271-7478,Rod as Front Suspension,777G,Cipta Kridatama PT.,BIB,WM3,M5153WM3,Pre Heat  Local Area,,3,,,,,3.20009E+12,0,,,6,,WAJIB DILAKUKAN,,,,,,,
453079,1000097236,40,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Weld crack. removed weld excess. Clean/Buffing Area and Make Sure that Corossion has Removed,,10,,,,,1.0001E+11,,,,1,,,,,,,,,
453080,1000097236,45,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,WM2,M5153WM2,Weld dent,,2,,,,,1.0001E+11,,,,1,,,,,,,,,
453081,1000097236,50,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Weld Joint,,20,,,,,1.0001E+11,,,,1,,,,,,,,,
453082,1000097236,60,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Stripping ID Bearing seat A and Both Faces,,6,,,,,1.0001E+11,,,,1,,,,,,,,,
453095,1000097236,190,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Painting ( Yellow paint caterpilar),,2,,,,,1.0001E+12,,,,1,,,,,,,,,
453096,1000097236,200,SFRM-370,,H Link,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Inspection,,1,,,,,1.0001E+12,,,,1,,,,,,,,,
453101,1000097365,50,SFRM-374,,Fabricate Pin Dump Body 777 (1 Ea),,PT. Cipta Kridatama ,Site BMB,WF3,M5153WF3,Joint Handle,,0.5,,,,,1.0001E+11,,,,1,,,,,,,,,
453102,1000097365,60,SFRM-374,,Fabricate Pin Dump Body 777 (1 Ea),,PT. Cipta Kridatama ,Site BMB,HDR,M5153HDR,HDR,,1,,,,,1.0001E+11,,,,1,,,,,,,,,
517397,320008640,1603,SHSG-306,271-7478,Rod as Front Suspension,777G,Cipta Kridatama PT.,BIB,WM3,M5153WM3,Build up Local Area,,10,,,FINISH,1/22/2026,3.20009E+12,0,,,6,,Masukan Rod As Front Kedalam Box,,,,,,,
517399,320008640,1605,SHSG-306,271-7478,Rod as Front Suspension,777G,Cipta Kridatama PT.,BIB,QC1,M5153QC1,Inspect crack ,,0.5,,,,,3.20009E+12,0,,,6,,,,,,,,,
517398,320008640,1604,SHSG-306,271-7478,Rod as Front Suspension,777G,Cipta Kridatama PT.,BIB,MGN1,M5153COR,Machining OD Local Area,,5,,,FINISH,1/14/2026,3.20009E+12,0,,,6,,,,,,,,,
514298,1000121910,190,SDFP-132,504-4888,Flange Half Differential,773,Trakindo Utama PT.,Adaro,HDR,,Handressing ,,1,,,,,1.00012E+12,,,,1,,,,,,,,,
514294,1000121910,150,SDFP-132,504-4888,Flange Half Differential,773,Trakindo Utama PT.,Adaro,MGN1,,Machining OD bearing seat,,3,,,,,1.00012E+12,,,,1,,,,,,,,,
514293,1000121910,140,SDFP-132,504-4888,Flange Half Differential,773,Trakindo Utama PT.,Adaro,MGN1,,Machining thrust washer face,,3,,,,,1.00012E+12,,,,1,,,,,,,,,
514285,1000121910,60,SDFP-132,504-4888,Flange Half Differential,773,Trakindo Utama PT.,Adaro,QC2,,Inspection,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
514299,1000121910,200,SDFP-132,504-4888,Flange Half Differential,773,Trakindo Utama PT.,Adaro,QC2,,Inspection,,1,,,,,1.00012E+12,,,,1,,,,,,,,,
514280,1000121910,10,SDFP-132,504-4888,Flange Half Differential,773,Trakindo Utama PT.,Adaro,,,Start Fabrication,,0,,,,,1.00012E+11,,,,1,,,,,,,,,
514281,1000121910,20,SDFP-132,504-4888,Flange Half Differential,773,Trakindo Utama PT.,Adaro,PPC,,Replace dowel supply by customer,,0,,,,,1.00012E+11,,,,1,,,,,,,,,
514282,1000121910,30,SDFP-132,504-4888,Flange Half Differential,773,Trakindo Utama PT.,Adaro,WM2,,Remove dowel ,,2,,,,,1.00012E+11,,,,1,,,,,,,,,
514284,1000121910,50,SDFP-132,504-4888,Flange Half Differential,773,Trakindo Utama PT.,Adaro,MGN1,,Machining end face contact area,,2,,,,,1.00012E+11,,,,1,,,,,,,,,
514286,1000121910,70,SDFP-132,504-4888,Flange Half Differential,773,Trakindo Utama PT.,Adaro,MGN1,,Striping OD bearing seat,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
453097,1000097365,10,SFRM-374,,Fabricate Pin Dump Body 777 (1 Ea),,PT. Cipta Kridatama ,Site BMB,PPC,,Order material,,0,,,,,1.0001E+11,,,,1,,,,,,,,,
453103,1000097365,70,SFRM-374,,Fabricate Pin Dump Body 777 (1 Ea),,PT. Cipta Kridatama ,Site BMB,QC1,M5153QC1,Inspection,,1,,,,,1.0001E+11,,,,1,,,,,,,,,
453100,1000097365,40,SFRM-374,,Fabricate Pin Dump Body 777 (1 Ea),,PT. Cipta Kridatama ,Site BMB,POL1,M5153PL2,Polish OD Pin,,4,,,,,1.0001E+11,,,,1,,,,,,,,,
453099,1000097365,30,SFRM-374,,Fabricate Pin Dump Body 777 (1 Ea),,PT. Cipta Kridatama ,Site BMB,SYG,M5153COR,Machining OD of Pin,,4,,,,,1.0001E+11,,,,1,,,,,,,,,
453098,1000097365,20,SFRM-374,,Fabricate Pin Dump Body 777 (1 Ea),,PT. Cipta Kridatama ,Site BMB,WF3,M5153WF3,Cutting and Profil Materials,,2,,,,,1.0001E+11,,,,1,,,,,,,,,
453104,1000097366,10,SFRM-375,,Fabricate Pin Dump Body 777 (1 Ea),,PT. Cipta Kridatama ,Site BMB,PPC,,Order material,,0,,,,,1.0001E+11,,,,1,,,,,,,,,
454408,1000097698,3,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,DIS,M5153DIS,Diss Assembly,,1,,,,,10000976983,,,,1,,,,,,,,,
454407,1000097698,2,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,DIS,M5153DIS,Pre Cleaning,,2,,,,,10000976982,,,,1,,,,,,,,,
454412,1000097698,7,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,PP,M5153PAC,Painting Packing,,1,,,,,10000976987,,,,1,,,,,,,,,
454418,1000097698,35,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Repair Crack,,4,,,,,1.0001E+11,,,,1,,,,,,,,,
454417,1000097698,30,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,LBP,M5153LBP,Machining ID,,8,,,,,1.0001E+11,,,,1,,,,,,,,,
454420,1000097698,50,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Final Inspection,,1.5,,,,,1.0001E+11,,,,1,,,,,,,,,
454411,1000097698,6,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,ASY,M5153ASY,Assembly,,2,,,,,10000976986,,,,1,,,,,,,,,
454409,1000097698,4,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Pre Inspection,,3,,,,,10000976984,,,,1,,,,,,,,,
454406,1000097698,1,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,PPC,,Receive goods unloading,,1,,,,,10000976981,,,,1,,,,,,,,,
454416,1000097698,20,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Build Up ID,,3,,,,,1.0001E+11,,,,1,,,,,,,,,
454415,1000097698,10,SFRM-378,,Support Circle,,PT. Cipta Kridatama,Site BMB,LBP,M5153LBP,Striping ID,,8,,,,,1.0001E+11,,,,1,,,,,,,,,
471181,1000103260,60,SFRM-378,,Pin Support Circle (2 Ea),,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Handressing,,3,,,,,1.0001E+11,,,,2,,,,,,,,,
471180,1000103260,50,SFRM-378,,Pin Support Circle (2 Ea),,PT. Cipta Kridatama,Site BMB,RD,M5153RD1,Drill Holes and Threads,,8,,,,,1.0001E+11,,,,2,,,,,,,,,
471179,1000103260,40,SFRM-378,,Pin Support Circle (2 Ea),,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Machining OD & Threads,,8,,,,,1.0001E+11,,,,2,,,,,,,,,
471178,1000103260,30,SFRM-378,,Pin Support Circle (2 Ea),,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Build UP Bushing Seat,,6,,,,,1.0001E+11,,,,2,,,,,,,,,
471177,1000103260,20,SFRM-378,,Pin Support Circle (2 Ea),,PT. Cipta Kridatama,Site BMB,RD,M5153RD1,Drill Thread Area,,4,,,,,1.0001E+11,,,,2,,,,,,,,,
517406,1000122937,70,SFRM-802,5-001465,Modifikasi Vessel Volvo Ke Mercy Dt4012 ,CE7143,PT. Putra Perkasa Abadi,BIB,WF3,M5153WF3,Setting And Welding Reinforce,,22,,,,,1.00012E+11,0,,,1,,,,,,,,,
517407,1000122937,80,SFRM-802,5-001465,Modifikasi Vessel Volvo Ke Mercy Dt4012 ,CE7143,PT. Putra Perkasa Abadi,BIB,WF3,M5153WF3,Build Up Hole Mounting,,10,,,,,1.00012E+11,0,,,1,,,,,,,,,
517400,1000122937,10,SFRM-802,5-001465,Modifikasi Vessel Volvo Ke Mercy Dt4012 ,CE7143,PT. Putra Perkasa Abadi,BIB,,,Start Fabrication,,0,,,,,1.00012E+11,0,,,1,,,,,,,,,
517401,1000122937,20,SFRM-802,5-001465,Modifikasi Vessel Volvo Ke Mercy Dt4012 ,CE7143,PT. Putra Perkasa Abadi,BIB,PPC,,Order Material Plate,,0,,,,,1.00012E+11,0,,,1,,,,,,,,,
474479,1000104620,10,SFRM-452,,Housing Carriage As,,PT. Cipta Kridatama,Site BMB,PPC,,Order material,,0,,,,,1.0001E+11,,,,2,,,,,,,,,
517402,1000122937,30,SFRM-802,5-001465,Modifikasi Vessel Volvo Ke Mercy Dt4012 ,CE7143,PT. Putra Perkasa Abadi,BIB,PRM2,M5153PRM2,Cutting & Profile Material Plate ,,17,,,,,1.00012E+11,0,,,1,,,,,,,,,
517403,1000122937,40,SFRM-802,5-001465,Modifikasi Vessel Volvo Ke Mercy Dt4012 ,CE7143,PT. Putra Perkasa Abadi,BIB,WF5,M5153WF5,Remove Old Subframe Unit,,25,,,,,1.00012E+11,0,,,1,,,,,,,,,
517405,1000122937,60,SFRM-802,5-001465,Modifikasi Vessel Volvo Ke Mercy Dt4012 ,CE7143,PT. Putra Perkasa Abadi,BIB,WF3,M5153WF3,Setting And Welding Subframe Vessel,,100,,,,,1.00012E+11,0,,,1,,,,,,,,,
514302,1000121893,30,SDFP-134,5T-9437,Spider Differential,773,PT. Trakindo Utama,Site Adaro,POL2,,Final Polish OD rod,,16,,,,,1.00012E+11,,,,1,,,,,,,,,
514301,1000121893,20,SDFP-134,5T-9437,Spider Differential,773,PT. Trakindo Utama,Site Adaro,HCP2,,Hardchrome OD Of Rod,,8,,,FINISH,11/29/2025,1.00012E+11,,,,1,,,,,,,,,
514303,1000121893,40,SDFP-134,5T-9437,Spider Differential,773,PT. Trakindo Utama,Site Adaro,HDR,,Deburr after machining ,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
514304,1000121893,50,SDFP-134,5T-9437,Spider Differential,773,PT. Trakindo Utama,Site Adaro,QC2,,Post Inspect,,1,,,,,1.00012E+11,,,,1,,,,,,,,,
514300,1000121893,10,SDFP-134,5T-9437,Spider Differential,773,PT. Trakindo Utama,Site Adaro,POL1,,Pre polish OD rod prior to chrome,,8,,,,,1.00012E+11,,,,1,,,,,,,,,
471176,1000103260,10,SFRM-378,,Pin Support Circle (2 Ea),,PT. Cipta Kridatama,Site BMB,SYG,M5153COR,Striping OD Bushing seat,,4,,,,,1.0001E+11,,,,2,,,,,,,,,
471606,1000103389,10,SFRM-378,,Bracket Support Circle,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Remove Bearing,,2,,,,,1.0001E+11,,,,3,,,,,,,,,
471614,1000103389,90,SFRM-378,,Bracket Support Circle,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Final Inspection,,2,,,,,1.0001E+11,,,,3,,,,,,,,,
471613,1000103389,80,SFRM-378,,Bracket Support Circle,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Handressing,,3,,,,,1.0001E+11,,,,3,,,,,,,,,
471612,1000103389,70,SFRM-378,,Bracket Support Circle,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Drill Hole and Threads Nipple Grease,,4,,,,,1.0001E+11,,,,3,,,,,,,,,
471611,1000103389,60,SFRM-378,,Bracket Support Circle,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Drill Hole and Threads,,24,,,,,1.0001E+11,,,,3,,,,,,,,,
471610,1000103389,50,SFRM-378,,Bracket Support Circle,,PT. Cipta Kridatama,Site BMB,LBP,M5153LBP,Line Boring Hole,,12,,,,,1.0001E+11,,,,3,,,,,,,,,
471609,1000103389,40,SFRM-378,,Bracket Support Circle,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Profil Bushing Sleeve,,32,,,,,1.0001E+11,,,,3,,,,,,,,,
471608,1000103389,30,SFRM-378,,Bracket Support Circle,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Build UP Bushing Seat & Sleeve,,12,,,,,1.0001E+11,,,,3,,,,,,,,,
471607,1000103389,20,SFRM-378,,Bracket Support Circle,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Remove Cover Plate,,8,,,,,1.0001E+11,,,,3,,,,,,,,,
454480,1000097736,20,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,BSW,M5153BSW,Cutting and Profil Material,,3,,,,,1.0001E+11,,,,1,,,,,,,,,
454483,1000097736,50,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,HB,M5153CLT,Machining Groove ID Tube & Oil track,,6,,,,,1.0001E+11,,,,1,,,,,,,,,
454482,1000097736,40,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,SYG,M5153COR,Machining OD Rod,,8,,,,,1.0001E+11,,,,1,,,,,,,,,
517408,1000122937,90,SFRM-802,5-001465,Modifikasi Vessel Volvo Ke Mercy Dt4012 ,CE7143,PT. Putra Perkasa Abadi,BIB,WF3,M5153WF3,Line Boring All Hole Mounting Pivot And Vessel,,16,,,,,1.00012E+11,0,,,1,,,,,,,,,
517409,1000122937,100,SFRM-802,5-001465,Modifikasi Vessel Volvo Ke Mercy Dt4012 ,CE7143,PT. Putra Perkasa Abadi,BIB,QC2,M5153QC2,NDT And Inspection,,6,,,,,1.00012E+12,0,,,1,,,,,,,,,
517410,1000122937,110,SFRM-802,5-001465,Modifikasi Vessel Volvo Ke Mercy Dt4012 ,CE7143,PT. Putra Perkasa Abadi,BIB,PP,M5153PAC,Finish And Painting,,8,,,,,1.00012E+12,0,,,1,,,,,,,,,
454484,1000097736,60,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,MGN1,M5153COR,Machining Thread Rod,,2,,,,,1.0001E+11,,,,1,,,,,,,,,
454481,1000097736,30,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,SYG,M5153COR,Machining ID Tube,,16,,,,,1.0001E+11,,,,1,,,,,,,,,
454487,1000097736,90,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,QC2,M5153QC2,Inspection,,1,,,,,1.0001E+11,,,,1,,,,,,,,,
454486,1000097736,80,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,HDR,M5153HDR,Handressing,,2,,,,,1.0001E+11,,,,1,,,,,,,,,
454485,1000097736,70,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,RD,M5153RD1,Drill Hole and Threads,,2,,,,,1.0001E+11,,,,1,,,,,,,,,
416426,320007473,1601,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,PRM2,M5153PRM2,Cutting Plate,,1,,,,,3.20007E+12,,,,2,,,,,,,,,
416429,320007473,1604,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,HDR,M5153HDR,Handressing,,1,,,,,3.20007E+12,,,,2,,,,,,,,,
416427,320007473,1602,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,SYG,M5153COR,Machining ID & OD Ring Pin,,3,,,,,3.20007E+12,,,,2,,,,,,,,,
416428,320007473,1603,SFRM-380,,Pin And Bushing (2 Ea),,PT. Madhani Talatah Nusantara,Site KEL,SYG,M5153COR,Machining OD Pin,,2,,,,,3.20007E+12,,,,2,,,,,,,,,
454564,1000097796,60,SFRM-381,,Cover Transmission,,PT. Hilconjaya Sakti,Kotabaru,QC2,M5153QC2,Post Inspection,,1,,,,,1.0001E+11,,,,1,,,,,,,,,
454658,1000097922,50,SFRM-382,,Liner,,PT. Madhani Talatah Nusantara,Site KEL,QC2,M5153QC2,Inspection,,0.5,,,,,1.0001E+11,,,,1,,,,,,,,,
454657,1000097922,40,SFRM-382,,Liner,,PT. Madhani Talatah Nusantara,Site KEL,HDR,M5153HDR,Handressing and Painting,,1,,,,,1.0001E+11,,,,1,,,,,,,,,
454661,1000097922,80,SFRM-382,,Liner,,PT. Madhani Talatah Nusantara,Site KEL,RD,M5153RD1,Drill and Carriage,,6,,,,,1.0001E+11,,,,1,,,,,,,,,
454660,1000097922,70,SFRM-382,,Liner,,PT. Madhani Talatah Nusantara,Site KEL,WF3,M5153WF3,Setting and welding,,4,,,,,1.0001E+11,,,,1,,,,,,,,,
454655,1000097922,20,SFRM-382,,Liner,,PT. Madhani Talatah Nusantara,Site KEL,PRM2,M5153PRM2,Cutting and Profil Material,,17,,,,,1.0001E+11,,,,1,,,,,,,,,
454656,1000097922,30,SFRM-382,,Liner,,PT. Madhani Talatah Nusantara,Site KEL,PRM1,M5153PRM1,Bending Plate,,16,,,,,1.0001E+11,,,,1,,,,,,,,,
454663,1000097923,20,SFRM-383,,Bracket:Mount,,PT. Sanggar Sarana Baja,Site Tanjung,PRM2,M5153PRM2,Cutting and Profil Materials,,20,,,,,1.0001E+11,,,,1,,,,,,,,,
454665,1000097923,40,SFRM-383,,Bracket:Mount,,PT. Sanggar Sarana Baja,Site Tanjung,PRM2,M5153PRM2,Bending Plat,,10,,,,,1.0001E+11,,,,1,,,,,,,,,
517411,320008642,1601,SFRM-778,5-001464,Magnetic Plug Swing Drive ,6020 & 6030,Cipta Kridatama PT.,BMB,SYG,M5153COR,Striping face,,4,,,,,3.20009E+12,0,,,2,,Pastikan NUT rapat sampai ke ujung,,,,,,,
517412,320008642,1602,SFRM-778,5-001464,Magnetic Plug Swing Drive ,6020 & 6030,Cipta Kridatama PT.,BMB,SYG,M5153COR,Bore ID Hole Nut ,,2,,,,,3.20009E+12,0,,,2,,Magnet jangan sampai keluar dari Plug Swing Drive ,,,,,,,
454664,1000097923,30,SFRM-383,,Bracket:Mount,,PT. Sanggar Sarana Baja,Site Tanjung,RD,M5153RD1,Machining Hole,,10,,,,,1.0001E+11,,,,1,,,,,,,,,
470096,1000102779,110,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,SAW,M5153SW1,Weld joint tube to cap,,4,,,,,1.0001E+12,,,,1,,,,,,,,,
470101,1000102779,160,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining ID thread,,4,,,,,1.0001E+12,,,,1,,,,,,,,,
470100,1000102779,150,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,WM1,M5153WM1,Weld Build Up ID Thread,,2,,,,,1.0001E+12,,,,1,,,,,,,,,
470095,1000102779,100,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,SAW,M5153SW1,Install Setting before weld joint,,2,,,,,1.0001E+12,,,,1,,,,,,,,,
470099,1000102779,140,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Strip ID Thread,,2,,,,,1.0001E+12,,,,1,,,,,,,,,
470079,1000102779,3,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,DIS,M5153DIS,Diss Assembly,,4,,,,,10001027793,,,,1,,,,,,,,,
470078,1000102779,2,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,DIS,M5153DIS,Pre Cleaning,,1,,,,,10001027792,,,,1,,,,,,,,,
470077,1000102779,1,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,PPC,,Receive goods unloading,,1,,,,,10001027791,,,,1,,,,,,,,,
470097,1000102779,120,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Machining Chamfer,,2,,,,,1.0001E+12,,,,1,,,,,,,,,
470098,1000102779,130,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,HM,M5153HM1,Honing ID housing,,8,,,,,1.0001E+12,,,,1,,,,,,,,,
470094,1000102779,90,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,HM,M5153HM1,Pre Honing ID housing,,4,,,,,1.0001E+11,,,,1,,,,,,,,,
470080,1000102779,4,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Pre Inspection,,4,,,,,10001027794,,,,1,,,,,,,,,
470083,1000102779,7,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,PP,M5153PAC,Painting and Packing,,2,,,,,10001027797,,,,1,,,,,,,,,
513983,1000121518,80,SWRP-748,177-1605 / 109-5508,Anchor Brake Rear,773,"PT. Cipta Kridatama,",Site BIB,MTS,M5153MTS,Metal spray ID seal contact 2,,3,,,FINISH,1/8/2026,1.00012E+11,0,,,1,,,,,,,,,
470093,1000102779,80,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Install Stud bolt ,,2,,,,,1.0001E+11,,,,1,,,,,,,,,
470089,1000102779,40,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Weld Cracks,,4,,,,,1.0001E+11,,,,1,,,,,,,,,
470088,1000102779,30,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Remove crack area,,2,,,,,1.0001E+11,,,,1,,,,,,,,,
470087,1000102779,20,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,WF3,M5153WF3,Remove stud bolt ,,1,,,,,1.0001E+11,,,,1,,,,,,,,,
470086,1000102779,10,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,BSW,M5153BSW,Cut material ,,2,,,,,1.0001E+11,,,,1,,,,,,,,,
470084,1000102779,8,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Post Inspection,,1,,,,,10001027798,,,,1,,,,,,,,,
470092,1000102779,70,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Machining profile joint tube prior to joint,,4,,,,,1.0001E+11,,,,1,,,,,,,,,
470082,1000102779,6,SFRM-384,,Housing Chamber Brake,,PT. Cipta Kridatama,Site BMB,ASY,M5153ASY,Assembly,,4,,,,,10001027796,,,,1,,,,,,,,,
